slot_id,year_month,mean_pnl,n_trades,total_pnl,label,is_holdout
715,2025-01,285.6818181818182,22,6285.0,NQ Mon Bkt22,False
715,2025-02,3.8461538461538463,26,100.0,NQ Mon Bkt22,False
715,2025-03,-126.62790697674419,43,-5445.0,NQ Mon Bkt22,False
715,2025-04,-8.547008547008547,468,-4000.0,NQ Mon Bkt22,False
715,2025-05,-99.94318181818181,88,-8795.0,NQ Mon Bkt22,False
715,2025-06,29.422382671480143,277,8150.0,NQ Mon Bkt22,False
715,2025-07,-33.443396226415096,106,-3545.0,NQ Mon Bkt22,True
715,2025-08,-226.75324675324674,77,-17460.0,NQ Mon Bkt22,True
715,2025-09,70.39772727272727,88,6195.0,NQ Mon Bkt22,True
715,2025-10,-96.78571428571429,56,-5420.0,NQ Mon Bkt22,True
715,2025-11,29.731543624161073,149,4430.0,NQ Mon Bkt22,True
715,2025-12,-54.44915254237288,118,-6425.0,NQ Mon Bkt22,True
715,2026-01,-66.2280701754386,114,-7550.0,NQ Mon Bkt22,True
715,2026-02,11.89922480620155,129,1535.0,NQ Mon Bkt22,True
715,2026-03,-41.231884057971016,207,-8535.0,NQ Mon Bkt22,True
715,2026-04,-160.37414965986395,294,-47150.0,NQ Mon Bkt22,True
715,2026-05,-170.79601990049753,201,-34330.0,NQ Mon Bkt22,True
715,2026-06,-235.3921568627451,153,-36015.0,NQ Mon Bkt22,True
715,2026-07,-15.027322404371585,183,-2750.0,NQ Mon Bkt22,True
716,2024-01,-38.04347826086956,23,-875.0,NQ Mon Bkt23,False
716,2024-02,4.814814814814815,81,390.0,NQ Mon Bkt23,False
716,2024-03,12.737127371273713,369,4700.0,NQ Mon Bkt23,False
716,2024-04,863.4596774193549,620,535345.0,NQ Mon Bkt23,False
716,2024-05,-30.492610837438423,203,-6190.0,NQ Mon Bkt23,False
716,2024-06,67.12837837837837,296,19870.0,NQ Mon Bkt23,False
